,months,kandla,mumbai,chennai,kochi,vishakhapatnam,paradip
289,2003-02-14 21:00:00,101377.41556639402,101241.64266762548,101279.84561475707,101113.5818847947,101355.45834374476,101404.90724138984
290,2003-03-16 09:00:00,101251.02963702448,101104.58087528421,101116.7403822311,101032.08061181963,101144.22497539409,101129.23273532037
291,2003-04-15 21:00:00,100890.19609132996,100906.15500158319,100879.81766533657,100908.0281463633,100866.79417478599,100790.74237216366
292,2003-05-16 09:00:00,100724.79280405483,100812.80582230518,100439.745492252,100877.16551894657,100368.3641583725,100378.68592970337
293,2003-06-15 21:00:00,100095.00895255062,100369.03693249013,100357.89012763608,100814.90912665185,100163.6814853776,100022.94068088787
294,2003-07-16 09:00:00,100038.50300850335,100369.35561496689,100480.37750803985,100891.9665495342,100244.64807997498,100154.36887522318
295,2003-08-16 09:00:00,100376.37371128859,100631.09661496879,100528.54813486144,100991.69646018036,100259.73592479172,100170.7385317798
296,2003-09-15 21:00:00,100687.12807621733,100820.23820584669,100670.76550149353,101047.434025367,100519.73833483703,100466.1182376627
297,2003-10-16 09:00:00,101090.68986021356,100959.76447600828,100826.28609107244,100995.194885592,100818.89265761143,100958.00818146965
298,2003-11-15 21:00:00,101407.04241398418,101229.23175561358,101251.47933340837,101082.75112562564,101348.7447662342,101380.11728561376
299,2003-12-16 09:00:00,101645.22923803655,101390.8922942449,101335.377806792,101185.03403700235,101464.91161084874,101548.76405231906
300,2004-01-16 09:00:00,101510.29553645683,101303.50247728244,101348.3304790144,101126.76117566723,101449.84501153044,101500.6536210764
301,2004-02-15 09:00:00,101486.1110773866,101292.06177636649,101314.75905054515,101133.83592665146,101348.92535297103,101350.74538400501
302,2004-03-16 09:00:00,101158.78876458236,101030.29244903332,101056.88827217775,101011.4335282415,101053.74393840699,100977.58236737599
303,2004-04-15 21:00:00,100812.84831330209,100904.96879458633,100816.0917927323,100915.42866165712,100796.69465264637,100684.30242492331
304,2004-05-16 09:00:00,100503.86794749401,100591.7322472552,100478.44062676438,100732.89796171394,100379.69154996339,100296.88721974997
305,2004-06-15 21:00:00,100230.27195935637,100471.45793960677,100511.82084574757,101005.27941552349,100255.72052558445,100142.61657366328
306,2004-07-16 09:00:00,100250.77386536173,100511.78897749988,100440.17748405383,100894.39561819047,100227.92787269392,100133.279177094
307,2004-08-16 09:00:00,100335.07246229953,100634.36133989746,100515.30864840996,101052.67104073521,100207.80838566067,100038.43573109158
308,2004-09-15 21:00:00,100804.46696416309,100863.27804479231,100746.09495716853,100980.09995894245,100652.75285972335,100585.23820656197
309,2004-10-16 09:00:00,101188.9148813861,101133.51016234187,101050.41901789937,101102.90248090656,101066.16193225169,101147.12852684906
310,2004-11-15 21:00:00,101421.15296587217,101254.72281283858,101271.08538756237,101097.74336569934,101375.83631767583,101405.98367997803
311,2004-12-16 09:00:00,101518.59544451842,101331.81564488502,101341.00786388156,101115.52938881938,101441.3503530664,101478.8486578327
312,2005-01-16 09:00:00,101588.32317043512,101347.37089066769,101332.46009167138,101148.15893352396,101410.94804478278,101461.81330899129
313,2005-02-14 21:00:00,101527.45835828896,101382.12852613379,101344.76123527461,101202.47659123075,101368.37560680308,101338.10431242656
314,2005-03-16 09:00:00,101279.7712555125,101182.92365082286,101136.07732673807,101114.09531767393,101153.75004053302,101094.56008184809
315,2005-04-15 21:00:00,101056.10572965148,100990.01806580272,100973.61654099844,101003.26817500344,100975.95000491166,100938.58625496888
316,2005-05-16 09:00:00,100736.47782820297,100800.83752484436,100559.65508551034,100843.75343171571,100515.63441271955,100469.14218027561
317,2005-06-15 21:00:00,100106.7152221972,100350.28069827415,100281.57983811593,100784.62366860971,100059.5325110536,99957.14337218463
318,2005-07-16 09:00:00,100190.25960394001,100487.27521320367,100463.17573612722,100948.8159624731,100219.02954975929,100096.77232892206
319,2005-08-16 09:00:00,100342.7810373209,100647.54063077,100599.23899004128,101010.50580814246,100350.39754851564,100166.24864977378
320,2005-09-15 21:00:00,100546.8475908607,100646.1738370363,100603.99089986153,100980.1247453573,100449.62110811539,100474.32254098126
321,2005-10-16 09:00:00,101125.57496867038,101003.95865370311,100821.40316734508,100980.23451376597,100888.974475169,100970.21372032983
322,2005-11-15 21:00:00,101386.90522236889,101207.44803786834,101118.43294027436,101043.91789537334,101223.31134337853,101265.74568561831
323,2005-12-16 09:00:00,101524.04845578755,101241.50457188554,101121.62330595845,101044.52693299559,101257.53784138335,101351.58104027744
324,2006-01-16 09:00:00,101621.59362100964,101372.92568438803,101356.06738136703,101152.52488345567,101415.42376312317,101439.30370338226
